SalePrice,id
120937.825243,1461
120937.825243,1462
154966.342857,1463
185660.192857,1464
205182.571429,1465
185660.192857,1466
144497.560241,1467
185660.192857,1468
183304.530303,1469
104478.961538,1470
183304.530303,1471
120937.825243,1472
120937.825243,1473
185660.192857,1474
155563.466667,1475
446603.368421,1476
273196.393939,1477
345918.875,1478
273196.393939,1479
446603.368421,1480
329782.870968,1481
205182.571429,1482
144497.560241,1483
155563.466667,1484
183304.530303,1485
197321.264368,1486
329782.870968,1487
273196.393939,1488
183304.530303,1489
185660.192857,1490
197321.264368,1491
120937.825243,1492
185660.192857,1493
329782.870968,1494
329782.870968,1495
183304.530303,1496
197321.264368,1497
155563.466667,1498
155563.466667,1499
144497.560241,1500
185660.192857,1501
155563.466667,1502
205182.571429,1503
249291.184211,1504
183304.530303,1505
185660.192857,1506
185660.192857,1507
185660.192857,1508
185660.192857,1509
144497.560241,1510
144497.560241,1511
154966.342857,1512
185660.192857,1513
139033.108696,1514
154966.342857,1515
185660.192857,1516
120937.825243,1517
154966.342857,1518
183304.530303,1519
120937.825243,1520
120937.825243,1521
185660.192857,1522
104478.961538,1523
120937.825243,1524
120937.825243,1525
120937.825243,1526
104478.961538,1527
120937.825243,1528
144497.560241,1529
185660.192857,1530
139033.108696,1531
120937.825243,1532
144497.560241,1533
120937.825243,1534
139033.108696,1535
120937.825243,1536
104478.961538,1537
249291.184211,1538
273282.375,1539
139033.108696,1540
185660.192857,1541
139033.108696,1542
233164.552239,1543
68047.9473684,1544
120937.825243,1545
144497.560241,1546
139033.108696,1547
139033.108696,1548
144497.560241,1549
154966.342857,1550
120937.825243,1551
154966.342857,1552
139033.108696,1553
120937.825243,1554
139033.108696,1555
120937.825243,1556
139033.108696,1557
120937.825243,1558
139033.108696,1559
154966.342857,1560
139033.108696,1561
120937.825243,1562
120937.825243,1563
144497.560241,1564
154966.342857,1565
183304.530303,1566
68047.9473684,1567
185660.192857,1568
139033.108696,1569
120937.825243,1570
139033.108696,1571
120937.825243,1572
197321.264368,1573
144497.560241,1574
183304.530303,1575
185660.192857,1576
183304.530303,1577
185660.192857,1578
144497.560241,1579
197321.264368,1580
120937.825243,1581
144497.560241,1582
329782.870968,1583
233164.552239,1584
144497.560241,1585
68047.9473684,1586
120937.825243,1587
120937.825243,1588
104478.961538,1589
120937.825243,1590
104478.961538,1591
120937.825243,1592
144497.560241,1593
225000.0,1594
139033.108696,1595
233164.552239,1596
154966.342857,1597
197321.264368,1598
174950.0,1599
174950.0,1600
68047.9473684,1601
120937.825243,1602
104478.961538,1603
249291.184211,1604
273196.393939,1605
144497.560241,1606
185660.192857,1607
183304.530303,1608
183304.530303,1609
154966.342857,1610
144497.560241,1611
154966.342857,1612
144497.560241,1613
120937.825243,1614
104478.961538,1615
104478.961538,1616
104478.961538,1617
120937.825243,1618
144497.560241,1619
154966.342857,1620
144497.560241,1621
139033.108696,1622
249291.184211,1623
185660.192857,1624
120937.825243,1625
185660.192857,1626
185660.192857,1627
329782.870968,1628
197321.264368,1629
273282.375,1630
249291.184211,1631
249291.184211,1632
183304.530303,1633
185660.192857,1634
185660.192857,1635
144497.560241,1636
154966.342857,1637
233164.552239,1638
185660.192857,1639
250191.428571,1640
185660.192857,1641
233164.552239,1642
249291.184211,1643
249291.184211,1644
154966.342857,1645
144497.560241,1646
155563.466667,1647
144497.560241,1648
120937.825243,1649
104478.961538,1650
104478.961538,1651
120937.825243,1652
120937.825243,1653
185660.192857,1654
155563.466667,1655
185660.192857,1656
185660.192857,1657
185660.192857,1658
155563.466667,1659
144497.560241,1660
446603.368421,1661
446603.368421,1662
386060.166667,1663
446603.368421,1664
345918.875,1665
273196.393939,1666
329782.870968,1667
345918.875,1668
264132.0,1669
345918.875,1670
197321.264368,1671
446603.368421,1672
329782.870968,1673
273196.393939,1674
144497.560241,1675
144497.560241,1676
183304.530303,1677
446603.368421,1678
329782.870968,1679
345918.875,1680
264132.0,1681
273196.393939,1682
183304.530303,1683
183304.530303,1684
185660.192857,1685
183304.530303,1686
183304.530303,1687
197321.264368,1688
197321.264368,1689
183304.530303,1690
183304.530303,1691
329782.870968,1692
183304.530303,1693
185660.192857,1694
183304.530303,1695
308962.375,1696
183304.530303,1697
329782.870968,1698
329782.870968,1699
233164.552239,1700
273282.375,1701
273196.393939,1702
273196.393939,1703
273196.393939,1704
205182.571429,1705
446603.368421,1706
183304.530303,1707
183304.530303,1708
264132.0,1709
205182.571429,1710
273196.393939,1711
249291.184211,1712
226898.428571,1713
197321.264368,1714
197321.264368,1715
183304.530303,1716
155563.466667,1717
120937.825243,1718
197321.264368,1719
273196.393939,1720
155563.466667,1721
120937.825243,1722
144497.560241,1723
183304.530303,1724
233164.552239,1725
185660.192857,1726
144497.560241,1727
197321.264368,1728
185660.192857,1729
185660.192857,1730
144497.560241,1731
144497.560241,1732
120937.825243,1733
120937.825243,1734
120937.825243,1735
120937.825243,1736
329782.870968,1737
197321.264368,1738
308962.375,1739
185660.192857,1740
144497.560241,1741
185660.192857,1742
183304.530303,1743
249291.184211,1744
197321.264368,1745
273282.375,1746
233164.552239,1747
185660.192857,1748
144497.560241,1749
120937.825243,1750
250191.428571,1751
120937.825243,1752
154966.342857,1753
233164.552239,1754
144497.560241,1755
104478.961538,1756
120937.825243,1757
104478.961538,1758
154966.342857,1759
144497.560241,1760
144497.560241,1761
154966.342857,1762
185660.192857,1763
120937.825243,1764
185660.192857,1765
185660.192857,1766
185660.192857,1767
120937.825243,1768
183304.530303,1769
120937.825243,1770
120937.825243,1771
139033.108696,1772
104478.961538,1773
154966.342857,1774
120937.825243,1775
144497.560241,1776
120937.825243,1777
120937.825243,1778
120937.825243,1779
197321.264368,1780
120937.825243,1781
68047.9473684,1782
144497.560241,1783
104478.961538,1784
120937.825243,1785
154966.342857,1786
197321.264368,1787
68047.9473684,1788
144497.560241,1789
68047.9473684,1790
185660.192857,1791
139033.108696,1792
144497.560241,1793
144497.560241,1794
120937.825243,1795
120937.825243,1796
144497.560241,1797
120937.825243,1798
120937.825243,1799
120937.825243,1800
139033.108696,1801
185660.192857,1802
185660.192857,1803
144497.560241,1804
120937.825243,1805
120937.825243,1806
185660.192857,1807
144497.560241,1808
139033.108696,1809
154966.342857,1810
139033.108696,1811
139033.108696,1812
120937.825243,1813
104478.961538,1814
68047.9473684,1815
120937.825243,1816
154966.342857,1817
139033.108696,1818
120937.825243,1819
104478.961538,1820
139033.108696,1821
185660.192857,1822
68047.9473684,1823
139033.108696,1824
139033.108696,1825
120937.825243,1826
120937.825243,1827
139033.108696,1828
144497.560241,1829
185660.192857,1830
233164.552239,1831
139033.108696,1832
139033.108696,1833
139033.108696,1834
233164.552239,1835
139033.108696,1836
104478.961538,1837
139033.108696,1838
68047.9473684,1839
120937.825243,1840
120937.825243,1841
120937.825243,1842
120937.825243,1843
144497.560241,1844
139033.108696,1845
144497.560241,1846
139033.108696,1847
68047.9473684,1848
154966.342857,1849
120937.825243,1850
139033.108696,1851
120937.825243,1852
120937.825243,1853
155563.466667,1854
